--- A078567 sequence check ---
a(1): PASS (0)
a(2): PASS (1)
a(3): PASS (4)
a(4): PASS (9)
a(5): PASS (17)
a(6): PASS (27)
a(7): PASS (41)
a(8): PASS (57)
a(9): PASS (77)
a(10): PASS (100)
a(11): PASS (127)

--- Identity check (all methods vs brute force, n <= 300) ---
All n in [2,300]: PASS

--- Asymptotic error and empirical theta ---
a(n) = n^2/2*log(n) + (g-3/4)*n^2 + n/4  +  err_osc
err_osc = O(n^{theta+1/2}).  ratio=1.0010  cutoff=1000
Below cutoff: fused verified vs hoying.  Above: fused only (trusted).
Computing 36860 sample points on 20 threads...

                   n   err_a/n^.75  env_max/n^.75   err_D/n^.25   combo/n^.25      θ_slope  method
   32865377760388928       0.02743       0.14934             -             -     +819.6553  fused
   32898243138149312      -0.01762       0.14922             -             -     -442.7887  fused
   32931141381287456       0.02271       0.14911             -             -     +254.3316  fused
   32964072522668740      -0.02428       0.14900             -             -      +66.8269  fused
   32997036595191404       0.03299       0.14889             -             -     +307.1659  fused
   33030033631786592       0.01633       0.14878             -             -     -703.6400  fused
   33063063665418376      -0.08679       0.14867             -             -    +1671.8309  fused
   33096126729083792      -0.03371       0.14855             -             -     -945.7818  fused
   33129222855812872      -0.07172       0.14844             -             -     +755.4744  fused
   33162352078668680      -0.03814       0.14833             -             -     -631.4816  fused
   33195514430747344       0.02790       0.14822             -             -     -312.6242  fused
   33228709945178088       0.04171       0.14811             -             -     +402.6438  fused
   33261938655123264       0.11191       0.14800             -             -     +987.6439  fused
   33295200593778384       0.02198       0.14789             -             -    -1628.2791  fused
   33328495794372160       0.03982       0.14778             -             -     +594.9099  fused
   33361824290166528       0.00815       0.14767             -             -    -1587.4180  fused
   33395186114456692       0.02692       0.14756             -             -    +1196.2947  fused
   33428581300571144      -0.03056       0.14745             -             -     +126.9560  fused
   33462009881871712       0.02912       0.14733             -             -      -47.7606  fused
   33495471891753580      -0.05082       0.14722             -             -     +557.2528  fused
   33528967363645328       0.02567       0.14711             -             -     -682.9657  fused
   33562496331008968       0.01852       0.14700             -             -     -326.3075  fused
   33596058827339972       0.00973       0.14689             -             -     -643.7142  fused
   33629654886167308       0.03606       0.14678             -             -    +1310.7482  fused
   33663284541053472       0.00280       0.14667             -             -    -2556.8969  fused
   33696947825594520       0.00804       0.14656             -             -    +1055.9701  fused
   33730644773420112       0.02559       0.14645             -             -    +1158.5402  fused
   33764375418193528      -0.03774       0.14634             -             -     +388.9258  fused
   33798139793611716      -0.01240       0.14623             -             -    -1113.1963  fused
   33831937933405324       0.00781       0.14613             -             -     -461.9596  fused
   33865769871338724       0.02921       0.14602             -             -    +1319.4807  fused
   33899635641210060      -0.05875       0.14591             -             -     +699.4351  fused
   33933535276851268       0.01244       0.14580             -             -    -1552.7416  fused
   33967468812128116      -0.05121       0.14569             -             -    +1415.7177  fused
   34001436280940240       0.03729       0.14558             -             -     -317.0729  fused
   34035437717221176       0.07329       0.14547             -             -     +676.3996  fused
   34069473154938392       0.03222       0.14536             -             -     -822.0835  fused
   34103542628093328       0.05022       0.14525             -             -     +444.2195  fused
   34137646170721416      -0.00856       0.14514             -             -    -1769.4022  fused
   34171783816892132       0.01871       0.14503             -             -     +781.9412  fused
   34205955600709020      -0.12837       0.14493             -             -    +1927.2782  fused
   34240161556309724       0.02968       0.14482             -             -    -1465.0544  fused
   34274401717866028      -0.01489       0.14471             -             -     -689.4678  fused
   34308676119583892      -0.00482       0.14460             -             -    -1127.8118  fused
   34342984795703472      -0.07746       0.14449             -             -    +2777.9898  fused
   34377327780499172       0.08403       0.14438             -             -      +81.6735  fused
   34411705108279668      -0.00102       0.14427             -             -    -4412.7885  fused
   34446116813387944       0.00942       0.14417             -             -    +2224.2463  fused
   34480562930201328      -0.01635       0.14406             -             -     +551.4691  fused
   34515043493131524      -0.02681       0.14395             -             -     +495.1607  fused
   34549558536624652       0.00143       0.14384             -             -    -2930.1207  fused
   34584108095161272       0.03983       0.14373             -             -    +3326.5727  fused
   34618692203256428       0.01885       0.14363             -             -     -748.0402  fused
   34653310895459680       0.03178       0.14352             -             -     +522.7968  fused
   34687964206355136       0.01473       0.14341             -             -     -768.9655  fused
   34722652170561488      -0.03729       0.14330             -             -     +929.3309  fused
   34757374822732044       0.04262       0.14320             -             -     +133.8388  fused
   34792132197554772      -0.04608       0.14309             -             -      +78.3212  fused
   34826924329752324      -0.01160       0.14298             -             -    -1379.5811  fused
   34861751254082072      -0.08968       0.14288             -             -    +2046.3086  fused
   34896613005336152       0.02662       0.14277             -             -    -1214.8876  fused
   34931509618341484      -0.04522       0.14266             -             -     +530.4409  fused
   34966441127959820      -0.03011       0.14255             -             -     -406.6151  fused
   35001407569087776       0.07990       0.14245             -             -     +976.5131  fused
   35036408976656860       0.01101       0.14234             -             -    -1982.5315  fused
   35071445385633512       0.03921       0.14223             -             -    +1270.9608  fused
   35106516831019140      -0.01309       0.14213             -             -    -1097.5040  fused
   35141623347850156       0.05918       0.14202             -             -    +1509.8364  fused
   35176764971198004      -0.03680       0.14191             -             -     -475.0950  fused
   35211941736169200      -0.00176       0.14181             -             -    -3041.4355  fused
   35247153677905364      -0.02870       0.14170             -             -    +2793.0301  fused
   35282400831583264      -0.10690       0.14160             -             -    +1316.0460  fused
   35317683232414844       0.00145       0.14149             -             -    -4302.0397  fused
   35353000915647256       0.04760       0.14138             -             -    +3493.0867  fused
   35388353916562900       0.02008       0.14128             -             -     -863.1039  fused
   35423742270479460      -0.02582       0.14117             -             -     +251.7073  fused
   35459166012749936      -0.03386       0.14107             -             -     +271.3949  fused
   35494625178762684      -0.03079       0.14096             -             -      -94.9908  fused
   35530119803941444      -0.02524       0.14086             -             -     -198.3082  fused
   35565649923745380       0.00574       0.14075             -             -    -1482.1462  fused
   35601215573669120       0.03167       0.14064             -             -    +1709.6004  fused
   35636816789242784      -0.00709       0.14054             -             -    -1496.9410  fused
   35672453606032024       0.03574       0.14043             -             -    +1618.4489  fused
   35708126059638052       0.01939       0.14033             -             -     -611.8102  fused
   35743834185697688      -0.00594       0.14022             -             -    -1183.9233  fused
   35779578019883380       0.01115       0.14012             -             -     +631.2063  fused
   35815357597903260       0.06155       0.14001             -             -    +1709.2778  fused
   35851172955501160       0.06379       0.13991             -             -      +35.9537  fused
   35887024128456656       0.01555       0.13980             -             -    -1411.9198  fused
   35922911152585108       0.04248       0.13970             -             -    +1005.7917  fused
   35958834063737688       0.02411       0.13959             -             -     -566.5906  fused
   35994792897801420       0.03016       0.13949             -             -     +224.1793  fused
   36030787690699216      -0.02760       0.13938             -             -      -88.4984  fused
   36066818478389912       0.03659       0.13928             -             -     +282.5592  fused
   36102885296868296       0.00221       0.13918             -             -    -2806.1870  fused
   36138988182165160       0.06609       0.13907             -             -    +3398.1951  fused
   36175127170347320      -0.02874       0.13897             -             -     -833.0404  fused
   36211302297517664      -0.00394       0.13886             -             -    -1988.7979  fused
   36247513599815176      -0.06085       0.13876             -             -    +2739.8165  fused
   36283761113414984      -0.00385       0.13866             -             -    -2760.1396  fused
   36320044874528392      -0.04637       0.13855             -             -    +2488.8664  fused
   36356364919402920      -0.12512       0.13845             -             -     +993.2943  fused
   36392721284322320       0.01162       0.13834             -             -    -2377.7319  fused
   36429114005606640      -0.07594       0.13824             -             -    +1878.7039  fused
   36465543119612240      -0.00544       0.13814             -             -    -2636.7286  fused
   36502008662731848      -0.00089       0.13803             -             -    -1812.8046  fused
   36538510671394576      -0.01691       0.13793             -             -    +2947.3466  fused
   36575049182065968       0.05006       0.13783             -             -    +1086.1856  fused
   36611624231248032       0.06601       0.13772             -             -     +277.0432  fused
   36648235855479272       0.03769       0.13762             -             -     -560.3621  fused
   36684884091334744       0.03485       0.13752             -             -      -78.2774  fused
   36721568975426072      -0.03833       0.13741             -             -      +95.4953  fused
   36758290544401496       0.05835       0.13731             -             -     +420.6545  fused
   36795048834945896      -0.02519       0.13721             -             -     -840.0626  fused
   36831843883780840       0.01519       0.13710             -             -     -505.6142  fused
   36868675727664616      -0.12232       0.13700             -             -    +2087.0274  fused
   36905544403392280       0.07463       0.13690             -             -     -494.1232  fused
   36942449947795672       0.03195       0.13680             -             -     -848.6640  fused
   36979392397743464       0.00282       0.13669             -             -    -2427.6388  fused
   37016371790141200      -0.03170       0.13659             -             -    +2420.3987  fused
   37053388161931336       0.00308       0.13649             -             -    -2332.7925  fused
   37090441550093264      -0.01116       0.13639             -             -    +1288.9840  fused
   37127531991643352       0.04895       0.13628             -             -    +1479.1997  fused
   37164659523634992       0.02035       0.13618             -             -     -877.8371  fused
   37201824183158624       0.01684       0.13608             -             -     -189.1095  fused
   37239026007341776       0.00038       0.13598             -             -    -3786.1425  fused
   37276265033349112      -0.11145       0.13588             -             -    +5677.3176  fused
   37313541298382456       0.02874       0.13578             -             -    -1355.7548  fused
   37350854839680832      -0.04994       0.13567             -             -     +553.0523  fused
   37388205694520512      -0.02055       0.13557             -             -     -888.0378  fused
   37425593900215032       0.05351       0.13547             -             -     +957.7740  fused
   37463019494115240      -0.04752       0.13537             -             -     -118.5986  fused
   37500482513609352       0.02610       0.13527             -             -     -599.1501  fused
   37537982996122960       0.01757       0.13517             -             -     -395.9246  fused
   37575520979119080       0.05402       0.13506             -             -    +1124.1695  fused
   37613096500098192       0.00948       0.13496             -             -    -1740.4793  fused
   37650709596598288       0.04061       0.13486             -             -    +1455.4777  fused
   37688360306194880      -0.04061       0.13476             -             -       +0.1848  fused
   37726048666501072       0.06436       0.13466             -             -     +460.9201  fused
   37763774715167568      -0.01901       0.13456             -             -    -1220.0336  fused
   37801538489882728      -0.07331       0.13446             -             -    +1350.8457  fused
   37839340028372608       0.02983       0.13436             -             -     -899.3996  fused
   37877179368400976       0.08050       0.13426             -             -     +993.5666  fused
   37915056547769376      -0.00840       0.13416             -             -    -2260.4180  fused
   37952971604317144       0.00282       0.13406             -             -    -1092.5371  fused
   37990924575921456      -0.00247       0.13396             -             -     -132.7562  fused
   38028915500497376      -0.04677       0.13385             -             -    +2943.4326  fused
   38066944415997872       0.04964       0.13375             -             -      +59.8216  fused
   38105011360413864      -0.04273       0.13365             -             -     -149.7898  fused
   38143116371774272       0.02067       0.13355             -             -     -726.3466  fused
   38181259488146040       0.05930       0.13345             -             -    +1054.7592  fused
   38219440747634184      -0.02297       0.13335             -             -     -948.7574  fused
   38257660188381816       0.02422       0.13325             -             -      +53.2357  fused
   38295917848570192       0.03925       0.13315             -             -     +483.4082  fused
   38334213766418760      -0.10306       0.13305             -             -     +966.0707  fused
   38372547980185176       0.04783       0.13295             -             -     -767.7229  fused
   38410920528165360      -0.06639       0.13286             -             -     +328.3054  fused
   38449331448693520       0.04995       0.13276             -             -     -284.3843  fused
   38487780780142208      -0.01921       0.13266             -             -     -956.0583  fused
   38526268560922344       0.01630       0.13256             -             -     -163.8227  fused
   38564794829483264      -0.01030       0.13246             -             -     -459.3343  fused
   38603359624312744       0.00346       0.13236             -             -    -1090.6965  fused
   38641962983937056      -0.01656       0.13226             -             -    +1566.6259  fused
   38680604946920992       0.04847       0.13216             -             -    +1074.5291  fused
   38719285551867912       0.10389       0.13206             -             -     +763.0806  fused
   38758004837419776       0.03642       0.13196             -             -    -1048.5755  fused
   38796762842257192       0.02044       0.13186             -             -     -577.6944  fused
   38835559605099448       0.00275       0.13176             -             -    -2006.1639  fused
   38874395164704544       0.04205       0.13167             -             -    +2728.4344  fused
   38913269559869248       0.05432       0.13157             -             -     +256.4841  fused
   38952182829429112       0.01466       0.13147             -             -    -1310.2121  fused
   38991135012258536      -0.05531       0.13137             -             -    +1328.7106  fused
   39030126147270792      -0.05908       0.13127             -             -      +66.2652  fused
   39069156273418056      -0.03738       0.13117             -             -     -457.8213  fused
   39108225429691472       0.07335       0.13107             -             -     +674.7866  fused
   39147333655121160       0.02550       0.13098             -             -    -1056.8837  fused
   39186480988776280       0.06954       0.13088             -             -    +1004.0811  fused
   39225667469765048      -0.04656       0.13078             -             -     -401.2112  fused
   39264893137234808      -0.04404       0.13068             -             -      -55.4041  fused
   39304158030372040      -0.05032       0.13058             -             -     +133.7026  fused
   39343462188402408       0.06144       0.13049             -             -     +200.0499  fused
   39382805650590808      -0.03540       0.13039             -             -     -551.3679  fused
   39422188456241392      -0.08874       0.13029             -             -     +919.6629  fused
   39461610644697632       0.03135       0.13019             -             -    -1040.9104  fused
   39501072255342328       0.00583       0.13010             -             -    -1682.1342  fused
   39540573327597664       0.05132       0.13000             -             -    +2175.9341  fused
   39580113900925256      -0.05114       0.12990             -             -       -3.4127  fused
   39619694014826176      -0.04490       0.12980             -             -     -129.9310  fused
   39659313708841000      -0.10455       0.12971             -             -     +845.9809  fused
   39698973022549840      -0.04791       0.12961             -             -     -780.6089  fused
   39738671995572384      -0.05175       0.12951             -             -      +77.5549  fused
   39778410667567952       0.01553       0.12941             -             -    -1204.1998  fused
   39818189078235512      -0.00709       0.12932             -             -     -783.6364  fused
   39858007267313744       0.05777       0.12922             -             -    +2098.5863  fused
   39897865274581056      -0.08415       0.12912             -             -     +376.6067  fused
   39937763139855632       0.00931       0.12903             -             -    -2202.7992  fused
   39977700902995480      -0.07136       0.12893             -             -    +2038.4187  fused
   40017678603898472       0.02129       0.12883             -             -    -1209.8557  fused
   40057696282502368       0.03024       0.12874             -             -     +351.3841  fused
   40097753978784864       0.02060       0.12864             -             -     -384.0970  fused
   40137851732763648      -0.00904       0.12854             -             -     -823.5234  fused
   40177989584496408       0.04745       0.12845             -             -    +1658.9188  fused
   40218167574080896      -0.00024       0.12835             -             -    -5299.6869  fused
   40258385741654976      -0.01002       0.12826             -             -    +3744.8198  fused
   40298644127396624      -0.06348       0.12816             -             -    +1846.9363  fused
   40338942771524016      -0.00785       0.12806             -             -    -2090.9016  fused
   40379281714295536       0.05021       0.12797             -             -    +1856.7336  fused
   40419660996009824      -0.01550       0.12787             -             -    -1175.6761  fused
   40460080657005832       0.07784       0.12778             -             -    +1614.8676  fused
   40500540737662832      -0.03319       0.12768             -             -     -852.6838  fused
   40541041278400488       0.00572       0.12758             -             -    -1758.1972  fused
   40581582319678888      -0.01963       0.12749             -             -    +1233.1659  fused
   40622163901998560       0.03183       0.12739             -             -     +483.8840  fused
   40662786065900552       0.08618       0.12730             -             -     +996.8955  fused
   40703448851966448      -0.10123       0.12720             -             -     +161.3090  fused
   40744152300818408       0.06548       0.12711             -             -     -435.6595  fused
   40784896453119224      -0.03481       0.12701             -             -     -632.0344  fused
   40825681349572336       0.04954       0.12692             -             -     +353.3788  fused
   40866507030921904       0.00393       0.12682             -             -    -2535.6493  fused
   40907373537952824      -0.01585       0.12673             -             -    +1395.8366  fused
   40948280911490776       0.01078       0.12663             -             -     -385.1086  fused
   40989229192402264      -0.04961       0.12654             -             -    +1527.4948  fused
   41030218421594664       0.04696       0.12644             -             -      -54.7565  fused
   41071248640016256      -0.04358       0.12635             -             -      -74.4533  fused
   41112319888656264       0.04999       0.12625             -             -     +137.4348  fused
   41153432208544912      -0.02814       0.12616             -             -     -574.4684  fused
   41194585640753456      -0.03112       0.12606             -             -     +100.8625  fused
   41235780226394208      -0.01589       0.12597             -             -     -672.0783  fused
   41277016006620600       0.00373       0.12587             -             -    -1448.6586  fused
   41318293022627216      -0.01927       0.12578             -             -    +1642.0502  fused
   41359611315649840       0.01046       0.12569             -             -     -611.5549  fused
   41400970926965488       0.01075       0.12559             -             -      +27.6203  fused
   41442371897892448       0.04890       0.12550             -             -    +1516.2498  fused
   41483814269790336       0.05055       0.12540             -             -      +33.4523  fused
   41525298084060120       0.02811       0.12531             -             -     -586.9804  fused
   41566823382144176      -0.08004       0.12522             -             -    +1047.2833  fused
   41608390205526312      -0.02453       0.12512             -             -    -1183.1928  fused
   41649998595731832      -0.01892       0.12503             -             -     -259.5540  fused
   41691648594327560       0.05451       0.12493             -             -    +1059.0646  fused
   41733340242921880       0.04406       0.12484             -             -     -212.5547  fused
   41775073583164800      -0.01269       0.12475             -             -    -1244.7912  fused
   41816848656747960       0.00468       0.12465             -             -     -997.5331  fused
   41858665505404704      -0.04648       0.12456             -             -    +2296.4161  fused
   41900524170910104       0.08458       0.12447             -             -     +599.2605  fused
   41942424695081008       0.02842       0.12437             -             -    -1090.7895  fused
   41984367119776088      -0.05161       0.12428             -             -     +597.0926  fused
   42026351486895856      -0.03618       0.12419             -             -     -355.0855  fused
   42068377838382744      -0.05376       0.12409             -             -     +396.4818  fused
   42110446216221120      -0.03502       0.12400             -             -     -428.6303  fused
   42152556662437336       0.02513       0.12391             -             -     -331.8745  fused
   42194709219099768       0.03151       0.12382             -             -     +226.6524  fused
   42236903928318864      -0.04403       0.12372             -             -     +335.0818  fused
   42279140832247176       0.00865       0.12363             -             -    -1627.4928  fused
   42321419973079416       0.00972       0.12354             -             -     +116.2410  fused
   42363741393052488       0.02303       0.12345             -             -     +863.6435  fused
   42406105134445536      -0.06565       0.12335             -             -    +1048.3204  fused
   42448511239579976       0.02491       0.12326             -             -     -969.2172  fused
   42490959750819552       0.00555       0.12317             -             -    -1502.3031  fused
   42533450710570368       0.06483       0.12308             -             -    +2459.6153  fused
   42575984161280936       0.00846       0.12298             -             -    -2036.7301  fused
   42618560145442216       0.01954       0.12289             -             -     +837.4062  fused
   42661178705587656      -0.04159       0.12280             -             -     +755.9466  fused
   42703839884293240      -0.07184       0.12271             -             -     +547.1592  fused
   42746543724177528      -0.07798       0.12262             -             -      +82.2333  fused
   42789290267901704       0.00260       0.12252             -             -    -3403.3261  fused
   42832079558169600       0.03346       0.12243             -             -    +2557.4557  fused
   42874911637727768      -0.04417       0.12234             -             -     +277.9866  fused
   42917786549365488      -0.09929       0.12225             -             -     +810.5848  fused
   42960704335914848       0.08907       0.12216             -             -     -108.3371  fused
   43003665040250760      -0.01931       0.12206             -             -    -1529.2663  fused
   43046668705291008       0.00174       0.12197             -             -    -2408.8286  fused
   43089715373996296       0.00228       0.12188             -             -     +271.0281  fused
   43132805089370288       0.01068       0.12179             -             -    +1545.9443  fused
   43175937894459656      -0.05169       0.12170             -             -    +1577.8105  fused
   43219113832354112       0.01554       0.12161             -             -    -1202.0661  fused
   43262332946186464      -0.00915       0.12152             -             -     -529.4226  fused
   43305595279132648       0.03877       0.12143             -             -    +1444.5425  fused
   43348900874411776      -0.00807       0.12134             -             -    -1570.1481  fused
   43392249775286184       0.03693       0.12124             -             -    +1521.8930  fused
   43435642025061464      -0.00749       0.12115             -             -    -1595.5328  fused
   43479077667086520       0.07790       0.12106             -             -    +2342.8970  fused
   43522556744753600       0.00839       0.12097             -             -    -2228.7112  fused
   43566079301498352       0.00773       0.12088             -             -      -81.7327  fused
   43609645380799848      -0.02358       0.12079             -             -    +1115.7800  fused
   43653255026180640      -0.07499       0.12070             -             -    +1157.6178  fused
   43696908281206816       0.02001       0.12061             -             -    -1321.6053  fused
   43740605189488016       0.01075       0.12052             -             -     -621.4996  fused
   43784345794677496       0.03179       0.12043             -             -    +1085.3227  fused
   43828130140472168      -0.00291       0.12034             -             -    -2393.7351  fused
   43871958270612632      -0.03139       0.12025             -             -    +2381.5248  fused
   43915830228883240       0.00315       0.12016             -             -    -2301.0083  fused
   43959746059112120      -0.02930       0.12007             -             -    +2232.5239  fused
   44003705805171224      -0.07073       0.11998             -             -     +881.9003  fused
   44047709510976392       0.03585       0.11989             -             -     -679.5774  fused
   44091757220487360      -0.07509       0.11980             -             -     +739.9908  fused
   44135848977707840      -0.03398       0.11971             -             -     -793.0494  fused
   44179984826685544       0.02733       0.11962             -             -     -217.5149  fused
   44224164811512224      -0.00321       0.11953             -             -    -2142.2933  fused
   44268388976323728       0.04643       0.11944             -             -    +2672.7767  fused
   44312657365300048       0.04563       0.11935             -             -      -17.1628  fused
   44356970022665344       0.04442       0.11926             -             -      -26.4587  fused
   44401326992688008      -0.02754       0.11917             -             -     -478.2102  fused
   44445728319680688       0.07607       0.11908             -             -    +1016.9071  fused
   44490174048000360       0.02816       0.11899             -             -     -993.9384  fused
   44534664222048352      -0.00686       0.11890             -             -    -1412.9706  fused
   44579198886270392      -0.00584       0.11881             -             -     -160.0989  fused
   44623778085156656       0.01250       0.11873             -             -     +761.2811  fused
   44668401863241808       0.02266       0.11864             -             -     +595.3967  fused
   44713070265105048      -0.08011       0.11855             -             -    +1263.5269  fused
   44757783335370152       0.02292       0.11846             -             -    -1251.7583  fused
   44802541118705520       0.09565       0.11837             -             -    +1429.6956  fused
   44847343659824224       0.03074       0.11828             -             -    -1135.3164  fused
   44892191003484040       0.03418       0.11819             -             -     +106.1154  fused
   44937083194487520      -0.00174       0.11810             -             -    -2976.8372  fused
   44982020277682000      -0.01341       0.11802             -             -    +2041.6826  fused
   45027002297959680       0.03568       0.11793             -             -     +979.1165  fused
   45072029300257632       0.04498       0.11784             -             -     +231.8576  fused
   45117101329557888      -0.06783       0.11775             -             -     +411.2060  fused
   45162218430887440       0.01469       0.11766             -             -    -1530.4889  fused
   45207380649318320       0.03670       0.11757             -             -     +916.4402  fused
   45252588029967632      -0.07528       0.11749             -             -     +719.1285  fused
   45297840617997592       0.04054       0.11740             -             -     -618.8918  fused
   45343138458615584      -0.06525       0.11731             -             -     +476.3701  fused
   45388481597074192       0.00277       0.11722             -             -    -3161.7343  fused
   45433870078671264       0.02624       0.11713             -             -    +2250.6757  fused
   45479303948749928       0.03966       0.11705             -             -     +413.6402  fused
   45524783252698672       0.00416       0.11696             -             -    -2255.8664  fused
   45570308035951368      -0.04612       0.11687             -             -    +2407.3877  fused
   45615878343987312       0.00407       0.11678             -             -    -2429.1056  fused
   45661494222331296       0.00922       0.11670             -             -     +818.5174  fused
   45707155716553624       0.04325       0.11661             -             -    +1547.0980  fused
   45752862872270176      -0.02732       0.11652             -             -     -459.4287  fused
   45798615735142440      -0.01200       0.11643             -             -     -822.6967  fused
   45844414350877576       0.06619       0.11635             -             -    +1708.5250  fused
   45890258765228448       0.05826       0.11626             -             -     -127.3649  fused
   45936149023993672       0.04230       0.11617             -             -     -320.1806  fused
   45982085173017664       0.06255       0.11609             -             -     +391.6811  fused
   46028067258190680       0.02558       0.11600             -             -     -894.4136  fused
   46074095325448864      -0.07827       0.11591             -             -    +1119.2484  fused
   46120169420774304       0.08575       0.11582             -             -      +91.5703  fused
   46166289590195072       0.00526       0.11574             -             -    -2792.6025  fused
   46212455879785264       0.07519       0.11565             -             -    +2661.5569  fused
   46258668335665048      -0.04212       0.11556             -             -     -579.4816  fused
   46304927004000704      -0.04750       0.11548             -             -     +120.4624  fused
   46351231931004696      -0.01954       0.11539             -             -     -888.4499  fused
   46397583162935696      -0.00686       0.11531             -             -    -1047.4951  fused
   46443980746098624      -0.07145       0.11522             -             -    +2345.2556  fused
   46490424726844720      -0.01947       0.11513             -             -    -1300.5471  fused
   46536915151571560      -0.01106       0.11505             -             -     -565.9729  fused
   46583452066723128       0.06161       0.11496             -             -    +1719.0394  fused
   46630035518789848       0.04618       0.11487             -             -     -288.2773  fused
   46676665554308632       0.04210       0.11479             -             -      -92.3145  fused
   46723342219862936       0.01192       0.11470             -             -    -1262.2921  fused
   46770065562082792      -0.07042       0.11462             -             -    +1777.5101  fused
   46816835627644872      -0.01586       0.11453             -             -    -1491.0565  fused
   46863652463272512       0.05058       0.11444             -             -    +1160.4065  fused
   46910516115735776      -0.02129       0.11436             -             -     -865.2827  fused
   46957426631851504      -0.08326       0.11427             -             -    +1364.5326  fused
   47004384058483352       0.05423       0.11419             -             -     -428.7304  fused
   47051388442541832       0.04609       0.11410             -             -     -162.4218  fused
   47098439830984368       0.06409       0.11402             -             -     +330.0334  fused
   47145538270815344      -0.03857       0.11393             -             -     -507.7918  fused
   47192683809086152      -0.04198       0.11384             -             -      +85.0673  fused
   47239876492895232      -0.00867       0.11376             -             -    -1577.3123  fused
   47287116369388120       0.00195       0.11367             -             -    -1491.3793  fused
   47334403485757504      -0.03598       0.11359             -             -    +2915.0044  fused
   47381737889243256       0.04340       0.11350             -             -     +187.9676  fused
   47429119627132496       0.00707       0.11342             -             -    -1815.0888  fused
   47476548746759624      -0.01116       0.11333             -             -     +456.6775  fused
   47524025295506376       0.01025       0.11325             -             -      -85.0630  fused
   47571549320801880      -0.05216       0.11316             -             -    +1628.3762  fused
   47619120870122680       0.05940       0.11308             -             -     +130.2499  fused
   47666739990992800       0.01468       0.11299             -             -    -1397.8485  fused
   47714406730983784       0.02945       0.11291             -             -     +696.4342  fused
   47762121137714760      -0.07271       0.11283             -             -     +904.5455  fused
   47809883258852472       0.01302       0.11274             -             -    -1720.7475  fused
   47857693142111320      -0.07594       0.11266             -             -    +1764.7430  fused
   47905550835253424       0.06352       0.11257             -             -     -178.4926  fused
   47953456386088672      -0.07567       0.11249             -             -     +175.3991  fused
   48001409842474752      -0.05130       0.11240             -             -     -388.6819  fused
   48049411252317224       0.02511       0.11232             -             -     -714.6688  fused
   48097460663569536      -0.00138       0.11224             -             -    -2902.4978  fused
   48145558124233104      -0.06828       0.11215             -             -    +3904.0606  fused
   48193703682357328       0.02720       0.11207             -             -     -920.7313  fused
   48241897386039680      -0.09295       0.11198             -             -    +1229.8547  fused
   48290139283425712       0.01158       0.11190             -             -    -2083.5936  fused
   48338429422709136      -0.03704       0.11182             -             -    +1163.5617  fused
   48386767852131840       0.02076       0.11173             -             -     -579.2064  fused
   48435154619983968      -0.09545       0.11165             -             -    +1526.7318  fused
   48483589774603944       0.04523       0.11156             -             -     -747.0336  fused
   48532073364378544      -0.02060       0.11148             -             -     -786.5327  fused
   48580605437742920       0.05163       0.11140             -             -     +919.5816  fused
   48629186043180656       0.04805       0.11131             -             -      -71.7269  fused
   48677815229223832      -0.03270       0.11123             -             -     -384.6722  fused
   48726493044453048      -0.09105       0.11115             -             -    +1024.6805  fused
   48775219537497496       0.04918       0.11106             -             -     -616.0626  fused
   48823994757034992      -0.01513       0.11098             -             -    -1178.8596  fused
   48872818751792024      -0.00080       0.11090             -             -    -2945.8015  fused
   48921691570543808       0.01991       0.11081             -             -    +3220.9348  fused
   48970613262114344       0.04148       0.11073             -             -     +734.3270  fused
   49019583875376456      -0.04227       0.11065             -             -      +19.1487  fused
   49068603459251824      -0.08264       0.11056             -             -     +671.0850  fused
   49117672062711072      -0.02572       0.11048             -             -    -1167.4247  fused
   49166789734773776      -0.00083       0.11040             -             -    -3430.2831  fused
   49215956524508544      -0.06293       0.11032             -             -    +4325.8290  fused
   49265172481033048       0.00221       0.11023             -             -    -3351.7846  fused
   49314437653514072       0.02910       0.11015             -             -    +2580.4918  fused
   49363752091167584       0.03974       0.11007             -             -     +312.2591  fused
   49413115843258744       0.03323       0.10999             -             -     -178.8110  fused
   49462528959102000       0.00463       0.10990             -             -    -1972.5405  fused
   49511991488061096       0.04076       0.10982             -             -    +2177.4846  fused
   49561503479549152      -0.03354       0.10974             -             -     -194.8061  fused
   49611064983028696      -0.01144       0.10966             -             -    -1075.7452  fused
   49660676048011720       0.06155       0.10957             -             -    +1683.5607  fused
   49710336724059728       0.00718       0.10949             -             -    -2149.6452  fused
   49760047060783784       0.01655       0.10941             -             -     +836.0411  fused
   49809807107844560       0.00243       0.10933             -             -    -1919.5428  fused
   49859616914952400      -0.01345       0.10925             -             -    +1712.6358  fused
   49909476531867344      -0.07020       0.10916             -             -    +1653.3196  fused
   49959386008399208       0.04505       0.10908             -             -     -443.5838  fused
   50009345394407600      -0.05938       0.10900             -             -     +276.5838  fused
   50059354739802000       0.03198       0.10892             -             -     -618.7500  fused
   50109414094541800      -0.00770       0.10884             -             -    -1424.2041  fused
   50159523508636336      -0.04684       0.10876             -             -    +1806.4877  fused
   50209683032144968       0.03392       0.10867             -             -     -322.6790  fused
   50259892715177104       0.04683       0.10859             -             -     +322.9534  fused
   50310152607892272      -0.04637       0.10851             -             -       -9.8101  fused
